meeting_id,meeting_type,date,duration_minutes,num_participants,transcript,transcript_length,num_utterances,avg_sentiment,sentiment_std,agenda_clear,on_time_start,stayed_on_topic,avg_speaking_time,participation_balance,questions_asked,action_items,decisions_made,usefulness_rating,action_completion_rate,effectiveness_score
MTG00506,Status Update,2025-10-13,21,5,I don't think we have enough information to decide. I'll take the action item to follow up. That's a really innovative approach. I'm not sure this is the right approach. Let me share my screen to show the data. Excellent point. I hadn't considered that. This doesn't align with our objectives. Here are the key metrics from last week. This seems like a waste of time honestly. Excellent point. I hadn't considered that. I'll take the action item to follow up. Can everyone see the presentation? We're...,802,20,0.521,0.203,1,1,0.576,4.2,0.898,1,3,0,3.6,0.701,74.3
MTG00507,Retrospective,2025-06-28,41,3,Great idea! Let's explore that further. I appreciate everyone's input today. We have three items on the agenda today. We should schedule a follow-up meeting. The project timeline is on track. Here are the key metrics from last week. Excellent point. I hadn't considered that. The deadline for this is next Friday. Great idea! Let's explore that further. I'll send out the meeting notes later. Can everyone see the presentation? I think we've reached a good decision here. This seems like a waste of t...,825,21,0.531,0.194,1,1,0.894,13.67,0.903,2,6,3,3.9,0.773,86.5
MTG00508,Brainstorming,2025-05-20,57,5,We should schedule a follow-up meeting. I appreciate everyone's input today. I think we've reached a good decision here. Let's move to the next topic. That's a really innovative approach. We should schedule a follow-up meeting. I'm excited about this direction. Let's move forward. I agree with this approach. It makes sense. I'll take the action item to follow up. We have three items on the agenda today. I'm excited about this direction. Let's move forward. I appreciate everyone's input today. We...,1278,31,0.578,0.182,1,0,0.762,11.4,0.909,2,3,2,3.7,0.633,70.2
MTG00509,Brainstorming,2025-07-01,29,5,I'll send out the meeting notes later. Great idea! Let's explore that further. That's a really innovative approach. Let's move to the next topic. We're going in circles on this topic. Let's move to the next topic. I'll send out the meeting notes later. I'll send out the meeting notes later. We're making great progress on this. I'll send out the meeting notes later. This seems like a waste of time honestly. Can everyone see the presentation? Let me share my screen to show the data. Can everyone s...,648,17,0.515,0.154,1,0,0.524,5.8,0.923,1,5,0,4.1,0.493,67.2
MTG00510,Planning,2025-08-21,93,6,This seems like a waste of time honestly. I'll take the action item to follow up. I think we've reached a good decision here. This is exactly what we need. Well done. That's a really innovative approach. I'll take the action item to follow up. We have three items on the agenda today. Here are the key metrics from last week. I think we've reached a good decision here. I don't think we have enough information to decide. The deadline for this is next Friday. This meeting could have been an email. I...,1804,43,0.497,0.228,0,1,0.561,15.5,0.886,0,1,1,3.0,0.461,49.2
MTG00511,Retrospective,2025-07-02,28,4,We should schedule a follow-up meeting. I'm not sure this is the right approach. This doesn't align with our objectives. Can everyone see the presentation? I'm excited about this direction. Let's move forward. I'm not sure this is the right approach. I'll take the action item to follow up. I'll take the action item to follow up. I'm not sure this is the right approach. Can everyone see the presentation? We have three items on the agenda today. This seems like a waste of time honestly. I'll send ...,809,20,0.427,0.2,0,1,0.425,7.0,0.9,2,1,1,3.4,0.326,44.7
MTG00512,Planning,2025-11-04,81,7,Here are the key metrics from last week. This is exactly what we need. Well done. I agree with this approach. It makes sense. I think we've reached a good decision here. This seems like a waste of time honestly. Excellent point. I hadn't considered that. I think we've reached a good decision here. Can everyone see the presentation? This solution addresses our concerns perfectly. I appreciate everyone's input today. I disagree with this direction completely. Great idea! Let's explore that further...,1665,40,0.577,0.224,1,0,0.806,11.57,0.888,3,3,1,4.3,0.598,71.0
MTG00513,One-on-One,2025-09-11,48,2,Great idea! Let's explore that further. I'll send out the meeting notes later. I'll take the action item to follow up. We're making great progress on this. This solution addresses our concerns perfectly. We're making great progress on this. Here are the key metrics from last week. We've discussed this several times already. I'm excited about this direction. Let's move forward. I don't think we have enough information to decide. The deadline for this is next Friday. We've discussed this several t...,1235,30,0.527,0.224,1,1,0.746,24.0,0.888,1,3,3,4.6,0.737,78.5
MTG00514,Status Update,2025-08-20,64,5,The deadline for this is next Friday. Let me share my screen to show the data. I don't think we have enough information to decide. This meeting could have been an email. I think we've reached a good decision here. I'll send out the meeting notes later. Let me share my screen to show the data. We're going in circles on this topic. I'm concerned about the timeline here. The project timeline is on track. We're making great progress on this. That's a really innovative approach. We should have resolv...,1236,31,0.495,0.198,1,1,0.585,12.8,0.901,2,1,3,3.8,0.528,70.1
MTG00515,Review,2025-07-18,28,6,Great idea! Let's explore that further. I appreciate everyone's input today. We're making great progress on this. The deadline for this is next Friday. The project timeline is on track. We're making great progress on this. The deadline for this is next Friday. I disagree with this direction completely. I appreciate everyone's input today. I'll send out the meeting notes later. Let me share my screen to show the data. I'm excited about this direction. Let's move forward. I agree with this approac...,593,15,0.554,0.201,1,0,0.865,4.67,0.899,2,2,2,3.6,0.567,70.2
MTG00516,Brainstorming,2025-06-27,47,5,This meeting could have been an email. Let's move to the next topic. I think we've reached a good decision here. This doesn't align with our objectives. The deadline for this is next Friday. I'm excited about this direction. Let's move forward. I disagree with this direction completely. Excellent point. I hadn't considered that. This meeting could have been an email. This solution addresses our concerns perfectly. The project timeline is on track. I think we've reached a good decision here. I'm ...,1025,25,0.534,0.191,0,1,0.682,9.4,0.905,2,6,0,3.7,0.573,61.3
MTG00517,Standup,2025-07-10,14,3,Let me share my screen to show the data. We're going in circles on this topic. I'll take the action item to follow up. I'll take the action item to follow up. We've discussed this several times already. The project timeline is on track. We're making great progress on this. Let's move to the next topic. I agree with this approach. It makes sense. Let me share my screen to show the data....,388,10,0.413,0.188,1,0,0.622,4.67,0.906,1,3,0,3.5,0.455,63.4
MTG00518,One-on-One,2025-06-08,19,2,We've discussed this several times already. Let's move to the next topic. That's a really innovative approach. I'm concerned about the timeline here. I don't think we have enough information to decide. Let me share my screen to show the data. Excellent point. I hadn't considered that. We're going in circles on this topic. Can everyone see the presentation? I'll send out the meeting notes later. Here are the key metrics from last week. Can everyone see the presentation? Let's move to the next top...,503,13,0.429,0.21,0,1,0.603,9.5,0.895,2,1,4,2.9,0.391,49.1
MTG00519,Status Update,2025-09-03,60,13,That's a really innovative approach. Excellent point. I hadn't considered that. I agree with this approach. It makes sense. I think we've reached a good decision here. This is exactly what we need. Well done. I agree with this approach. It makes sense. Excellent point. I hadn't considered that. I'm excited about this direction. Let's move forward. This is exactly what we need. Well done. We're going in circles on this topic. Here are the key metrics from last week. We have three items on the age...,1381,33,0.655,0.177,1,0,0.787,4.62,0.912,2,2,2,3.8,0.599,70.4
MTG00520,One-on-One,2025-11-07,25,2,We've discussed this several times already. I'm not sure this is the right approach. This is exactly what we need. Well done. I disagree with this direction completely. We should schedule a follow-up meeting. I'll send out the meeting notes later. We should schedule a follow-up meeting. Let's move to the next topic. I'm excited about this direction. Let's move forward. That's a really innovative approach. We have three items on the agenda today. Excellent point. I hadn't considered that. That's ...,742,18,0.489,0.219,0,0,0.938,12.5,0.89,0,2,1,3.1,0.391,50.6
MTG00521,Brainstorming,2025-06-27,26,9,The project timeline is on track. I agree with this approach. It makes sense. Here are the key metrics from last week. Excellent point. I hadn't considered that. This doesn't align with our objectives. Can everyone see the presentation? The deadline for this is next Friday. I appreciate everyone's input today. The project timeline is on track. We should schedule a follow-up meeting. We should schedule a follow-up meeting. Can everyone see the presentation? We have three items on the agenda today...,695,18,0.573,0.219,1,1,0.595,2.89,0.891,4,6,1,4.4,0.788,79.7
MTG00522,Decision-Making,2025-07-11,35,4,I don't think we have enough information to decide. I'll send out the meeting notes later. Excellent point. I hadn't considered that. Here are the key metrics from last week. The project timeline is on track. I'll take the action item to follow up. I'll send out the meeting notes later. I don't think we have enough information to decide. The deadline for this is next Friday. Let me share my screen to show the data. I'll take the action item to follow up. We should schedule a follow-up meeting. I...,1038,26,0.515,0.162,0,1,0.741,8.75,0.919,1,0,2,3.1,,52.6
MTG00523,Planning,2025-05-26,50,4,We should schedule a follow-up meeting. I'll send out the meeting notes later. Let me share my screen to show the data. We're going in circles on this topic. We're going in circles on this topic. Let me share my screen to show the data. Here are the key metrics from last week. Let me share my screen to show the data. We should schedule a follow-up meeting. Here are the key metrics from last week. We should have resolved this weeks ago. We should schedule a follow-up meeting. This is exactly what...,979,25,0.436,0.195,1,0,0.597,12.5,0.902,1,4,1,3.4,0.519,65.2
MTG00524,Retrospective,2025-10-24,58,6,Great idea! Let's explore that further. I don't think we have enough information to decide. I agree with this approach. It makes sense. That's a really innovative approach. We're going in circles on this topic. I'll take the action item to follow up. Here are the key metrics from last week. Great idea! Let's explore that further. This solution addresses our concerns perfectly. Let's move to the next topic. This is exactly what we need. Well done. This meeting could have been an email. Let's move...,1256,31,0.565,0.212,1,0,0.59,9.67,0.894,2,6,1,3.8,0.687,69.5
MTG00525,Status Update,2025-09-24,17,7,Let me share my screen to show the data. I'm excited about this direction. Let's move forward. Can everyone see the presentation? That's a really innovative approach. I don't think we have enough information to decide. We've discussed this several times already. Let's move to the next topic. We should schedule a follow-up meeting. This meeting could have been an email. I agree with this approach. It makes sense. I think we've reached a good decision here. We should schedule a follow-up meeting. ...,825,20,0.655,0.177,1,1,0.702,2.43,0.911,1,2,1,4.7,0.77,78.3
MTG00526,Planning,2025-09-25,46,5,I'll take the action item to follow up. This solution addresses our concerns perfectly. We should have resolved this weeks ago. I agree with this approach. It makes sense. I'll take the action item to follow up. Can everyone see the presentation? I'll take the action item to follow up. The deadline for this is next Friday. I'm excited about this direction. Let's move forward. Great idea! Let's explore that further. I'll send out the meeting notes later. I'm excited about this direction. Let's mo...,843,20,0.591,0.156,1,0,0.723,9.2,0.922,0,1,1,3.9,0.524,65.7
MTG00527,Brainstorming,2025-09-17,12,5,I'm excited about this direction. Let's move forward. I'm excited about this direction. Let's move forward. We should have resolved this weeks ago. I'm excited about this direction. Let's move forward. I agree with this approach. It makes sense. We should schedule a follow-up meeting. This solution addresses our concerns perfectly. I think we've reached a good decision here. This solution addresses our concerns perfectly. This solution addresses our concerns perfectly. That's a really innovative...,510,11,0.663,0.122,1,1,0.778,2.4,0.939,1,5,0,4.5,0.627,86.8
MTG00528,One-on-One,2025-05-30,12,2,This is exactly what we need. Well done. Great idea! Let's explore that further. Here are the key metrics from last week. I appreciate everyone's input today. This is exactly what we need. Well done. That's a really innovative approach. This meeting could have been an email. I'll take the action item to follow up. I appreciate everyone's input today. This solution addresses our concerns perfectly. Can everyone see the presentation? Excellent point. I hadn't considered that. Let's move to the nex...,759,19,0.529,0.24,1,1,0.712,6.0,0.88,0,3,1,3.7,0.575,77.6
MTG00529,Brainstorming,2025-09-13,21,5,Can everyone see the presentation? Let me share my screen to show the data. We've discussed this several times already. The project timeline is on track. The deadline for this is next Friday. We're making great progress on this. This is exactly what we need. Well done. We're making great progress on this. Here are the key metrics from last week. Let's move to the next topic. I don't think we have enough information to decide. Here are the key metrics from last week. This seems like a waste of ti...,756,19,0.544,0.176,1,1,0.8,4.2,0.912,1,5,2,3.8,0.61,84.6
MTG00530,Standup,2025-07-23,4,3,Let's move to the next topic. Let's move to the next topic. We've discussed this several times already. This doesn't align with our objectives. I don't think we have enough information to decide. Can everyone see the presentation? This doesn't align with our objectives. We're making great progress on this. The project timeline is on track. The deadline for this is next Friday. I'm not sure this is the right approach. We're making great progress on this. This meeting could have been an email....,496,13,0.383,0.235,1,0,0.567,1.33,0.883,0,6,1,3.8,0.54,65.1
MTG00531,One-on-One,2025-06-09,49,2,I'll send out the meeting notes later. I appreciate everyone's input today. We should schedule a follow-up meeting. Excellent point. I hadn't considered that. We're going in circles on this topic. Let's move to the next topic. Here are the key metrics from last week. Let's move to the next topic. We should schedule a follow-up meeting. This seems like a waste of time honestly. We're going in circles on this topic. Let me share my screen to show the data. I'll take the action item to follow up. T...,1163,30,0.485,0.216,0,1,0.443,24.5,0.892,0,1,2,3.0,0.352,46.2
MTG00532,Standup,2025-10-05,20,3,Let's move to the next topic. Let me share my screen to show the data. We've discussed this several times already. We're going in circles on this topic. The deadline for this is next Friday. Let's move to the next topic. We should schedule a follow-up meeting. I'll send out the meeting notes later. This is exactly what we need. Well done. We should schedule a follow-up meeting. Let me share my screen to show the data. This doesn't align with our objectives. I'll take the action item to follow up...,808,21,0.475,0.169,0,1,0.617,6.67,0.916,0,0,3,3.0,,48.7
MTG00533,Retrospective,2025-09-06,21,7,The project timeline is on track. Let's move to the next topic. Great idea! Let's explore that further. We should have resolved this weeks ago. The deadline for this is next Friday. This solution addresses our concerns perfectly. We have three items on the agenda today. We should schedule a follow-up meeting. That's a really innovative approach. I appreciate everyone's input today. Excellent point. I hadn't considered that. We're making great progress on this. I'll send out the meeting notes lat...,540,14,0.556,0.195,1,1,0.718,3.0,0.902,1,4,0,4.4,0.592,80.6
MTG00534,Review,2025-10-14,41,12,This doesn't align with our objectives. Let's move to the next topic. The deadline for this is next Friday. I'll send out the meeting notes later. This solution addresses our concerns perfectly. I'm excited about this direction. Let's move forward. I appreciate everyone's input today. I think we've reached a good decision here. I appreciate everyone's input today. The project timeline is on track. We've discussed this several times already. This solution addresses our concerns perfectly. We're m...,965,24,0.553,0.204,1,0,0.753,3.42,0.898,6,1,6,4.2,0.57,65.3
MTG00535,Status Update,2025-10-19,24,5,Excellent point. I hadn't considered that. This doesn't align with our objectives. We should schedule a follow-up meeting. I'm concerned about the timeline here. Let me share my screen to show the data. I'll take the action item to follow up. Can everyone see the presentation? I'll send out the meeting notes later. We have three items on the agenda today. I don't think we have enough information to decide. I'll send out the meeting notes later. The deadline for this is next Friday. I appreciate ...,907,23,0.471,0.238,0,0,0.486,4.8,0.881,2,3,1,2.7,0.401,40.8
MTG00536,Status Update,2025-05-17,34,5,We've discussed this several times already. We should schedule a follow-up meeting. We have three items on the agenda today. Let's move to the next topic. I agree with this approach. It makes sense. I'll send out the meeting notes later. Let me share my screen to show the data. The deadline for this is next Friday. I don't think we have enough information to decide. This is exactly what we need. Well done. Here are the key metrics from last week. The project timeline is on track. This seems like...,981,24,0.489,0.173,1,0,0.586,6.8,0.913,0,0,1,3.2,,58.1
MTG00537,One-on-One,2025-07-02,19,2,We should schedule a follow-up meeting. Let's move to the next topic. That's a really innovative approach. Let's move to the next topic. We have three items on the agenda today. The deadline for this is next Friday. I'll send out the meeting notes later. That's a really innovative approach. I'll send out the meeting notes later. We've discussed this several times already. This is exactly what we need. Well done. Let me share my screen to show the data. I don't think we have enough information to...,627,16,0.576,0.163,1,1,0.542,9.5,0.918,1,6,3,3.7,0.722,78.9
MTG00538,All-Hands,2025-06-03,39,72,I'll send out the meeting notes later. Great idea! Let's explore that further. We should have resolved this weeks ago. We're going in circles on this topic. Let me share my screen to show the data. We have three items on the agenda today. We should schedule a follow-up meeting. We should have resolved this weeks ago. This solution addresses our concerns perfectly. Great idea! Let's explore that further. I think we've reached a good decision here. Let's move to the next topic. I'm excited about t...,1019,25,0.473,0.235,1,1,0.602,0.54,0.883,20,2,1,3.7,0.655,71.8
MTG00539,Decision-Making,2025-08-23,24,4,Great idea! Let's explore that further. Here are the key metrics from last week. We have three items on the agenda today. Let's move to the next topic. I'm not sure this is the right approach. That's a really innovative approach. I appreciate everyone's input today. I'll take the action item to follow up. This is exactly what we need. Well done. We've discussed this several times already. The project timeline is on track. We have three items on the agenda today. The deadline for this is next Fri...,904,23,0.565,0.183,1,0,0.663,6.0,0.909,0,1,4,3.7,0.627,63.5
MTG00540,One-on-One,2025-10-28,26,2,Let's move to the next topic. Let's move to the next topic. Let me share my screen to show the data. The deadline for this is next Friday. I think we've reached a good decision here. We've discussed this several times already. I appreciate everyone's input today. That's a really innovative approach. We have three items on the agenda today. This solution addresses our concerns perfectly. We're going in circles on this topic. I appreciate everyone's input today. I'll send out the meeting notes lat...,544,14,0.496,0.191,0,1,0.781,13.0,0.905,2,2,1,3.1,0.424,57.0
MTG00541,Standup,2025-09-03,7,5,I agree with this approach. It makes sense. I appreciate everyone's input today. I agree with this approach. It makes sense. I'm concerned about the timeline here. I think we've reached a good decision here. I'm excited about this direction. Let's move forward. Can everyone see the presentation? This meeting could have been an email. The project timeline is on track. The project timeline is on track. I'll take the action item to follow up. I'm not sure this is the right approach. This solution a...,687,17,0.58,0.212,1,0,0.909,1.4,0.894,2,3,4,3.6,0.644,73.7
MTG00542,Brainstorming,2025-05-15,89,5,We're going in circles on this topic. That's a really innovative approach. Let me share my screen to show the data. This meeting could have been an email. I'll send out the meeting notes later. The deadline for this is next Friday. I'm excited about this direction. Let's move forward. We're going in circles on this topic. Let me share my screen to show the data. This seems like a waste of time honestly. I'll take the action item to follow up. Let me share my screen to show the data. I appreciate...,1439,36,0.512,0.223,1,1,0.671,17.8,0.888,4,2,0,3.9,0.669,74.3
MTG00543,One-on-One,2025-06-18,25,2,This solution addresses our concerns perfectly. Let's move to the next topic. This solution addresses our concerns perfectly. This solution addresses our concerns perfectly. We're making great progress on this. The deadline for this is next Friday. We're making great progress on this. We should schedule a follow-up meeting. I'll take the action item to follow up. That's a really innovative approach. The deadline for this is next Friday. I'll send out the meeting notes later. Can everyone see the...,514,13,0.558,0.18,1,0,0.815,12.5,0.91,0,6,6,4.1,0.718,75.2
MTG00544,Status Update,2025-10-30,33,7,I think we've reached a good decision here. We've discussed this several times already. We should schedule a follow-up meeting. The project timeline is on track. Let's move to the next topic. We have three items on the agenda today. I'll take the action item to follow up. I disagree with this direction completely. Let's move to the next topic. Can everyone see the presentation? Can everyone see the presentation? This solution addresses our concerns perfectly. We're making great progress on this....,1035,26,0.504,0.219,0,1,0.613,4.71,0.891,2,4,0,3.3,0.559,56.8
MTG00545,All-Hands,2025-07-05,75,65,I'll send out the meeting notes later. I disagree with this direction completely. The deadline for this is next Friday. I'll send out the meeting notes later. This meeting could have been an email. We have three items on the agenda today. I agree with this approach. It makes sense. I appreciate everyone's input today. I'm concerned about the timeline here. I'll take the action item to follow up. We have three items on the agenda today. This meeting could have been an email. I'm excited about thi...,1364,33,0.491,0.208,0,1,0.509,1.15,0.896,25,4,5,3.0,0.486,54.0
MTG00546,One-on-One,2025-07-12,24,2,We should have resolved this weeks ago. This doesn't align with our objectives. This doesn't align with our objectives. This seems like a waste of time honestly. Can everyone see the presentation? Great idea! Let's explore that further. That's a really innovative approach. Let's move to the next topic. We're making great progress on this. This is exactly what we need. Well done. We've discussed this several times already. I appreciate everyone's input today. I think we've reached a good decision...,663,17,0.536,0.248,1,1,0.759,12.0,0.876,1,1,3,3.9,0.66,74.8
MTG00547,Planning,2025-06-02,57,6,This is exactly what we need. Well done. Here are the key metrics from last week. Here are the key metrics from last week. The project timeline is on track. We have three items on the agenda today. This meeting could have been an email. Here are the key metrics from last week. I appreciate everyone's input today. Let me share my screen to show the data. This solution addresses our concerns perfectly. Here are the key metrics from last week. I'll take the action item to follow up. The deadline fo...,1051,27,0.539,0.173,1,0,0.449,9.5,0.914,1,6,4,3.7,0.641,65.7
MTG00548,Standup,2025-07-10,2,6,I don't think we have enough information to decide. This doesn't align with our objectives. We're going in circles on this topic. I agree with this approach. It makes sense. Let me share my screen to show the data. I'll take the action item to follow up. Here are the key metrics from last week. We're making great progress on this....,332,8,0.508,0.276,0,1,0.65,0.33,0.862,1,1,1,2.9,0.387,51.4
MTG00549,One-on-One,2025-09-06,31,2,This meeting could have been an email. We should schedule a follow-up meeting. Excellent point. I hadn't considered that. The deadline for this is next Friday. We should schedule a follow-up meeting. I disagree with this direction completely. We have three items on the agenda today. Here are the key metrics from last week. Let's move to the next topic. This is exactly what we need. Well done. I'll take the action item to follow up. We should schedule a follow-up meeting. I agree with this approa...,988,25,0.525,0.206,1,1,0.583,15.5,0.897,0,0,5,4.0,,68.5
MTG00550,All-Hands,2025-11-01,59,39,We're making great progress on this. Great idea! Let's explore that further. Can everyone see the presentation? This seems like a waste of time honestly. I'm not sure this is the right approach. This solution addresses our concerns perfectly. I appreciate everyone's input today. That's a really innovative approach. We're making great progress on this. I appreciate everyone's input today. I agree with this approach. It makes sense. We have three items on the agenda today. This is exactly what we ...,1260,31,0.588,0.187,1,1,0.792,1.51,0.906,11,2,2,4.0,0.745,79.2
MTG00551,Brainstorming,2025-08-12,51,5,We're making great progress on this. Let's move to the next topic. We're making great progress on this. We're going in circles on this topic. I think we've reached a good decision here. Can everyone see the presentation? I think we've reached a good decision here. Great idea! Let's explore that further. This is exactly what we need. Well done. This is exactly what we need. Well done. That's a really innovative approach. I'm excited about this direction. Let's move forward. Great idea! Let's expl...,1083,26,0.621,0.174,1,1,0.764,10.2,0.913,0,4,2,4.0,0.661,83.2
MTG00552,Standup,2025-10-01,5,3,I'm excited about this direction. Let's move forward. I'll send out the meeting notes later. Can everyone see the presentation? I'm concerned about the timeline here. I'm not sure this is the right approach. I'll take the action item to follow up. This meeting could have been an email. I'm excited about this direction. Let's move forward. This is exactly what we need. Well done. This meeting could have been an email. Great idea! Let's explore that further. I'm excited about this direction. Let's...,634,15,0.435,0.236,0,1,0.562,1.67,0.882,0,5,2,2.8,0.449,56.0
MTG00553,Status Update,2025-07-08,18,6,This is exactly what we need. Well done. Let's move to the next topic. The deadline for this is next Friday. Here are the key metrics from last week. I disagree with this direction completely. Let's move to the next topic. The project timeline is on track. I don't think we have enough information to decide. This seems like a waste of time honestly. We should schedule a follow-up meeting. The deadline for this is next Friday. The project timeline is on track. We should schedule a follow-up meetin...,774,20,0.423,0.194,1,1,0.407,3.0,0.903,3,2,4,4.0,0.582,66.2
MTG00554,Brainstorming,2025-09-16,32,11,This is exactly what we need. Well done. I'm excited about this direction. Let's move forward. Here are the key metrics from last week. We have three items on the agenda today. I'll take the action item to follow up. Let's move to the next topic. We should schedule a follow-up meeting. We should have resolved this weeks ago. Here are the key metrics from last week. Let me share my screen to show the data. I disagree with this direction completely. I'm concerned about the timeline here. Excellent...,733,18,0.484,0.239,0,0,0.82,2.91,0.881,6,3,1,2.9,0.491,49.4
MTG00555,All-Hands,2025-10-21,33,22,The project timeline is on track. The project timeline is on track. I disagree with this direction completely. We have three items on the agenda today. Great idea! Let's explore that further. We should schedule a follow-up meeting. Here are the key metrics from last week. That's a really innovative approach. I'll take the action item to follow up. I'll take the action item to follow up. I'm excited about this direction. Let's move forward. This is exactly what we need. Well done. Excellent point...,807,20,0.543,0.192,1,1,0.772,1.5,0.904,4,1,3,3.7,0.584,75.7
MTG00556,Brainstorming,2025-10-15,57,5,We have three items on the agenda today. The deadline for this is next Friday. That's a really innovative approach. Can everyone see the presentation? Let me share my screen to show the data. I'll take the action item to follow up. I'll take the action item to follow up. I'll take the action item to follow up. I think we've reached a good decision here. I think we've reached a good decision here. We should have resolved this weeks ago. We're making great progress on this. I agree with this appro...,1062,27,0.517,0.192,0,0,0.755,11.4,0.904,0,0,2,3.0,,42.8
MTG00557,Review,2025-06-07,14,3,Can everyone see the presentation? I think we've reached a good decision here. Great idea! Let's explore that further. I think we've reached a good decision here. I'll send out the meeting notes later. I agree with this approach. It makes sense. We should schedule a follow-up meeting. Excellent point. I hadn't considered that. I think we've reached a good decision here. I think we've reached a good decision here. We should schedule a follow-up meeting. Great idea! Let's explore that further. We'...,668,16,0.612,0.171,1,0,0.954,4.67,0.915,1,1,2,3.7,0.524,71.8
MTG00558,One-on-One,2025-05-30,46,2,Let's move to the next topic. The project timeline is on track. We should schedule a follow-up meeting. The project timeline is on track. We're going in circles on this topic. Can everyone see the presentation? Can everyone see the presentation? I disagree with this direction completely. I'll take the action item to follow up. Let's move to the next topic. I'm excited about this direction. Let's move forward. The project timeline is on track. The project timeline is on track. Can everyone see th...,825,22,0.488,0.178,1,1,0.693,23.0,0.911,0,3,2,3.9,0.655,76.7
MTG00559,One-on-One,2025-09-27,46,2,I agree with this approach. It makes sense. This seems like a waste of time honestly. Can everyone see the presentation? We have three items on the agenda today. We should schedule a follow-up meeting. Let's move to the next topic. I disagree with this direction completely. The deadline for this is next Friday. Excellent point. I hadn't considered that. We've discussed this several times already. I'll take the action item to follow up. I'll take the action item to follow up. We're going in circl...,868,22,0.464,0.201,0,1,0.551,23.0,0.899,0,3,2,3.1,0.439,52.6
MTG00560,Standup,2025-08-17,6,3,I'm concerned about the timeline here. I'll send out the meeting notes later. The deadline for this is next Friday. This is exactly what we need. Well done. I think we've reached a good decision here. The deadline for this is next Friday. This solution addresses our concerns perfectly. I disagree with this direction completely. We should schedule a follow-up meeting....,369,9,0.576,0.205,1,1,0.546,2.0,0.898,1,5,0,4.0,0.765,78.6
MTG00561,Status Update,2025-08-31,17,5,I'm excited about this direction. Let's move forward. We should have resolved this weeks ago. I'm excited about this direction. Let's move forward. This solution addresses our concerns perfectly. This doesn't align with our objectives. I'm excited about this direction. Let's move forward. This solution addresses our concerns perfectly. This solution addresses our concerns perfectly. Let's move to the next topic. We should schedule a follow-up meeting. I'm excited about this direction. Let's move...,590,13,0.639,0.226,1,1,0.782,3.4,0.887,1,3,4,4.9,0.742,81.6
MTG00562,Status Update,2025-07-24,26,5,I'll send out the meeting notes later. Great idea! Let's explore that further. This seems like a waste of time honestly. This solution addresses our concerns perfectly. The deadline for this is next Friday. We should schedule a follow-up meeting. Can everyone see the presentation? I'm not sure this is the right approach. I'll take the action item to follow up. I'm concerned about the timeline here. We're going in circles on this topic. Can everyone see the presentation? I don't think we have eno...,526,13,0.473,0.196,1,0,0.519,5.2,0.902,0,1,1,3.0,0.422,58.0
MTG00563,Planning,2025-08-17,72,6,I'll send out the meeting notes later. Let's move to the next topic. The project timeline is on track. That's a really innovative approach. I'm concerned about the timeline here. I'll take the action item to follow up. Here are the key metrics from last week. That's a really innovative approach. We're making great progress on this. Can everyone see the presentation? We have three items on the agenda today. I agree with this approach. It makes sense. Excellent point. I hadn't considered that. The...,1388,35,0.575,0.223,1,1,0.764,12.0,0.889,1,3,2,4.3,0.705,79.9
MTG00564,Retrospective,2025-07-10,29,4,We have three items on the agenda today. I don't think we have enough information to decide. I'll send out the meeting notes later. The deadline for this is next Friday. This is exactly what we need. Well done. This meeting could have been an email. Can everyone see the presentation? This meeting could have been an email. I'll take the action item to follow up. I disagree with this direction completely. I agree with this approach. It makes sense. We should schedule a follow-up meeting. Excellent...,641,16,0.457,0.211,1,0,0.656,7.25,0.895,0,1,2,3.2,0.45,61.0
MTG00565,Brainstorming,2025-06-18,64,5,I'm excited about this direction. Let's move forward. Great idea! Let's explore that further. This is exactly what we need. Well done. We have three items on the agenda today. Let's move to the next topic. Let's move to the next topic. We should schedule a follow-up meeting. Excellent point. I hadn't considered that. The deadline for this is next Friday. This solution addresses our concerns perfectly. We're making great progress on this. I'll take the action item to follow up. We're making great...,1374,34,0.57,0.201,1,1,0.921,12.8,0.899,1,3,1,4.3,0.713,83.9
MTG00566,Planning,2025-07-01,75,4,I disagree with this direction completely. We should schedule a follow-up meeting. Can everyone see the presentation? This meeting could have been an email. Let's move to the next topic. We've discussed this several times already. We've discussed this several times already. Here are the key metrics from last week. I agree with this approach. It makes sense. That's a really innovative approach. We've discussed this several times already. The project timeline is on track. The deadline for this is ...,1408,35,0.496,0.198,0,0,0.837,18.75,0.901,4,5,1,3.3,0.464,54.4
MTG00567,Brainstorming,2025-11-06,74,5,I appreciate everyone's input today. Great idea! Let's explore that further. Let me share my screen to show the data. Excellent point. I hadn't considered that. I don't think we have enough information to decide. I'll send out the meeting notes later. This is exactly what we need. Well done. Can everyone see the presentation? I'm concerned about the timeline here. I think we've reached a good decision here. I don't think we have enough information to decide. That's a really innovative approach. ...,1552,38,0.497,0.208,1,1,0.525,14.8,0.896,0,4,6,3.2,0.617,74.5
MTG00568,Standup,2025-07-22,23,3,I'm concerned about the timeline here. I'll take the action item to follow up. I don't think we have enough information to decide. Let me share my screen to show the data. This doesn't align with our objectives. We should have resolved this weeks ago. We have three items on the agenda today. This seems like a waste of time honestly. I'm not sure this is the right approach. We should schedule a follow-up meeting. I'm concerned about the timeline here. I'll send out the meeting notes later. I'm no...,656,16,0.329,0.171,1,0,0.571,7.67,0.915,0,1,3,2.6,0.476,56.6
