sample_id,text,bias_type,bias_description,source_type,department,word_count,char_count,confidence_score,is_biased,timestamp
SAMPLE01964,"If 83% of people think customers prefer simplicity, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Chat Message,Marketing,17,104,0.695,1,2025-10-05 16:31:17
SAMPLE01965,Look at the latest report - it clearly shows obvious correlation. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Finance,19,114,0.885,1,2025-10-13 16:31:17
SAMPLE01966,The data supports my view that strong correlation. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,Operations,15,94,0.749,1,2024-11-16 16:31:17
SAMPLE01967,I knew the market downturn would happen all along. The signs were obvious in retrospect.,hindsight_bias,Believing past events were more predictable than they actually were,Report,Marketing,15,88,0.704,1,2025-04-08 16:31:17
SAMPLE01968,"The last year showed growth, so I expect that pattern to continue despite historical benchmarks.",recency_bias,Giving more weight to recent events than historical data,Meeting Note,Finance,15,96,0.781,1,2025-03-27 16:31:17
SAMPLE01969,I based my decision on the initial figure of 283 units. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Report,Operations,18,100,0.6,1,2025-10-02 16:31:17
SAMPLE01970,"After putting in substantial capital, we have to see it through despite poor performance. We're too far in to stop.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Strategy,20,115,0.676,1,2025-08-18 16:31:17
SAMPLE01971,Current findings show positive outcomes. We should review contradictory evidence and consider multiple interpretations.,neutral,Balanced reasoning without evident cognitive bias,Decision Memo,Sales,14,119,0.424,0,2025-08-16 16:31:17
SAMPLE01972,"After hearing about a data breach, I'm convinced financial loss is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Email,HR,20,116,0.616,1,2025-04-14 16:31:17
SAMPLE01973,"The analysis presents useful insights. However, we should seek diverse perspectives before concluding.",neutral,Balanced reasoning without evident cognitive bias,Report,Marketing,13,102,0.702,0,2025-01-19 16:31:17
SAMPLE01974,"Based on what happened {timeframe}, I predict {outcome}. Long-term trends don't matter as much.",recency_bias,Giving more weight to recent events than historical data,Chat Message,Strategy,14,95,0.833,1,2025-03-27 16:31:17
SAMPLE01975,"Most people believe data-driven decisions work best, so there's probably something to it. I'll go along with the majority.",bandwagon_effect,Adopting beliefs because many others hold them,Chat Message,Finance,19,122,0.783,1,2025-01-21 16:31:17
SAMPLE01976,Of course the strategy worked happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Decision Memo,Operations,17,105,0.501,1,2025-03-20 16:31:17
SAMPLE01977,It was clear that sales increased was coming. Anyone could have predicted it based on competitive moves.,hindsight_bias,Believing past events were more predictable than they actually were,Decision Memo,Marketing,17,104,0.827,1,2025-09-23 16:31:17
SAMPLE01978,"When I first heard the price was $201k, that stuck with me. Now $181k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Chat Message,HR,19,93,0.95,1,2024-12-07 16:31:17
SAMPLE01979,I'm focusing on Q4 results because that's what's happening now. Older data is outdated.,recency_bias,Giving more weight to recent events than historical data,Decision Memo,Operations,14,87,0.949,1,2024-12-15 16:31:17
SAMPLE01980,I based my decision on the initial figure of $172k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Sales,17,96,0.931,1,2025-06-26 16:31:17
SAMPLE01981,"Everyone's talking about employee performance lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Strategy,17,113,0.67,1,2025-05-05 16:31:17
SAMPLE01982,"The data shows a trend, though we should consider different perspectives. More analysis is needed to draw conclusions.",neutral,Balanced reasoning without evident cognitive bias,Email,HR,18,118,0.619,0,2024-11-30 16:31:17
SAMPLE01983,We've committed $114k and 35 months to this approach. Changing course now would mean admitting it was wrong.,sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Chat Message,Product,18,108,0.85,1,2025-02-25 16:31:17
SAMPLE01984,"Looking back, the expansion was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Report,HR,13,86,0.912,1,2025-07-08 16:31:17
SAMPLE01985,"The data shows an anomaly, though we should consider opposing views. More analysis is needed to draw conclusions.",neutral,Balanced reasoning without evident cognitive bias,Decision Memo,Finance,18,113,0.649,0,2025-06-17 16:31:17
SAMPLE01986,"I just read about a product recall, so I'm very concerned about market volatility. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Survey Response,HR,20,119,0.689,1,2024-12-26 16:31:17
SAMPLE01987,Look at the new study - it clearly shows strong pattern. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,HR,19,105,0.919,1,2025-01-17 16:31:17
SAMPLE01988,"Everyone is switching to remote work, so it must be the right choice. I should do the same.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Strategy,18,91,0.701,1,2025-03-20 16:31:17
SAMPLE01989,Of course sales increased happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Email,Product,16,101,0.721,1,2025-08-07 16:31:17
SAMPLE01990,Recent performance indicates sustained improvement. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Decision Memo,Marketing,14,103,0.732,1,2025-06-06 16:31:17
SAMPLE01991,I always suspected the merger would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,Sales,15,84,0.739,1,2025-07-18 16:31:17
SAMPLE01992,This research validates what I already knew: innovation drives success. Other studies are probably flawed.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Chat Message,Marketing,15,106,0.769,1,2025-02-27 16:31:17
SAMPLE01993,"The data shows a pattern, though we should consider different perspectives. More analysis is needed to draw conclusions.",neutral,Balanced reasoning without evident cognitive bias,Survey Response,Product,18,120,0.349,0,2025-05-29 16:31:17
SAMPLE01994,"Based on what happened {timeframe}, I predict {outcome}. Long-term trends don't matter as much.",recency_bias,Giving more weight to recent events than historical data,Meeting Note,Engineering,14,95,0.691,1,2025-10-14 16:31:17
SAMPLE01995,"Since a viral campaign happened recently, I think the probability of financial loss is much higher than statistics show.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Engineering,19,120,0.663,1,2025-03-16 16:31:17
SAMPLE01996,Recent performance indicates sustained improvement. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Decision Memo,Strategy,14,103,0.595,1,2025-09-11 16:31:17
SAMPLE01997,"Given how much significant resources we've already used, we should keep going even if trying something different makes more sense.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Email,Strategy,20,130,0.431,1,2025-05-03 16:31:17
SAMPLE01998,"Since a regulatory change happened recently, I think the probability of business disruption is much higher than statistics show.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Operations,19,128,0.635,1,2025-10-05 16:31:17
SAMPLE01999,"Given how much countless hours we've already used, we should keep going even if a new approach makes more sense.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Meeting Note,Finance,20,112,0.867,1,2025-01-18 16:31:17
SAMPLE02000,I based my decision on the initial figure of $404k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Chat Message,Marketing,17,96,0.603,1,2025-02-27 16:31:17
SAMPLE02001,"My first impression was $134k, and I can't shake that feeling even after learning new competitive analysis.",anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Operations,17,107,0.755,1,2025-02-15 16:31:17
SAMPLE02002,"When I first heard the price was 447 units, that stuck with me. Now $519k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Engineering,20,97,0.971,1,2025-07-04 16:31:17
SAMPLE02003,Recent performance indicates ongoing challenges. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Report,Engineering,14,100,0.611,1,2025-07-14 16:31:17
SAMPLE02004,"I saw a failure on social media today, which makes me think we need to change strategy. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Finance,22,122,0.772,1,2025-05-10 16:31:17
SAMPLE02005,"The initial estimate was 165 units, so I think $159k is reasonable even though new data suggests $221k.",anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Sales,18,103,0.572,1,2025-09-22 16:31:17
SAMPLE02006,"Most people believe experience beats credentials, so there's probably something to it. I'll go along with the majority.",bandwagon_effect,Adopting beliefs because many others hold them,Decision Memo,Engineering,18,119,0.763,1,2025-09-07 16:31:17
SAMPLE02007,"The initial estimate was $441k, so I think $380k is reasonable even though new data suggests $761k.",anchoring_bias,Over-reliance on the first piece of information encountered,Email,Strategy,17,99,0.769,1,2025-03-01 16:31:17
SAMPLE02008,Look at the recent analysis - it clearly shows clear trend. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Survey Response,Operations,19,108,0.521,1,2024-11-11 16:31:17
SAMPLE02009,"All the experts are recommending data monetization, so I'll follow their lead. They can't all be wrong.",bandwagon_effect,Adopting beliefs because many others hold them,Decision Memo,Engineering,17,103,0.701,1,2025-07-28 16:31:17
SAMPLE02010,It was clear that customers left was coming. Anyone could have predicted it based on market conditions.,hindsight_bias,Believing past events were more predictable than they actually were,Report,Finance,17,103,0.245,1,2024-11-19 16:31:17
SAMPLE02011,"I've always said experience beats credentials, and the recent report confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,Operations,20,125,0.716,1,2025-05-14 16:31:17
SAMPLE02012,"We've already invested $673k in this project, so we need to continue even though metrics are declining.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Operations,17,103,0.819,1,2024-12-26 16:31:17
SAMPLE02013,Look at the recent data - it clearly shows clear correlation. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Marketing,19,110,0.683,1,2025-02-08 16:31:17
SAMPLE02014,I knew succeed would happen because the latest analysis. This just proves what I've always believed about strategic planning.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Decision Memo,HR,19,125,0.552,1,2025-07-13 16:31:17
SAMPLE02015,"Everyone is switching to subscription models, so it must be the right choice. I should do the same.",bandwagon_effect,Adopting beliefs because many others hold them,Chat Message,Marketing,18,99,0.827,1,2025-07-18 16:31:17
SAMPLE02016,Of course sales increased happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,Sales,16,101,0.669,1,2025-07-13 16:31:17
SAMPLE02017,"The last few months showed volatility, so I expect that pattern to continue despite historical benchmarks.",recency_bias,Giving more weight to recent events than historical data,Meeting Note,HR,16,106,0.571,1,2025-07-02 16:31:17
SAMPLE02018,"My first impression was 341 units, and I can't shake that feeling even after learning updated market data.",anchoring_bias,Over-reliance on the first piece of information encountered,Email,Sales,18,106,0.544,1,2025-06-23 16:31:17
SAMPLE02019,"I just read about a data breach, so I'm very concerned about reputational damage. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Survey Response,Sales,20,118,0.56,1,2025-01-08 16:31:17
SAMPLE02020,Look at the new data - it clearly shows obvious pattern. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Engineering,19,105,0.791,1,2025-11-07 16:31:17
SAMPLE02021,"The initial estimate was 465 units, so I think $419k is reasonable even though new data suggests $705k.",anchoring_bias,Over-reliance on the first piece of information encountered,Email,Engineering,18,103,0.78,1,2025-09-19 16:31:17
SAMPLE02022,"The analysis presents promising indicators. However, we should seek diverse perspectives before concluding.",neutral,Balanced reasoning without evident cognitive bias,Survey Response,Sales,13,107,0.293,0,2025-03-16 16:31:17
SAMPLE02023,"If 61% of people think experience beats credentials, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Survey Response,Engineering,17,105,0.712,1,2025-07-20 16:31:17
SAMPLE02024,Current findings show positive outcomes. We should review contradictory evidence and consider multiple interpretations.,neutral,Balanced reasoning without evident cognitive bias,Report,Operations,14,119,0.53,0,2025-03-28 16:31:17
SAMPLE02025,"If 82% of people think innovation drives success, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Survey Response,Engineering,17,102,0.815,1,2024-12-10 16:31:17
SAMPLE02026,"We've already invested $657k in this project, so we need to continue even though costs are escalating.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Survey Response,Marketing,17,102,0.771,1,2024-12-20 16:31:17
SAMPLE02027,I knew the reorganization would happen all along. The signs were obvious in retrospect.,hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,HR,14,87,0.447,1,2025-08-06 16:31:17
SAMPLE02028,"Based on what happened {timeframe}, I predict {outcome}. Long-term trends don't matter as much.",recency_bias,Giving more weight to recent events than historical data,Email,HR,14,95,0.72,1,2025-03-04 16:31:17
SAMPLE02029,"Looking back, the launch was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Decision Memo,Strategy,13,83,0.77,1,2024-11-08 16:31:17
SAMPLE02030,Of course the company failed happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Decision Memo,Sales,17,104,0.966,1,2025-06-04 16:31:17
SAMPLE02031,I'm focusing on this month's data because that's what's happening now. Older data is outdated.,recency_bias,Giving more weight to recent events than historical data,Decision Memo,Product,15,94,0.851,1,2025-09-23 16:31:17
SAMPLE02032,I always suspected the reorganization would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Chat Message,Strategy,15,92,0.363,1,2025-06-29 16:31:17
SAMPLE02033,Look at the recent study - it clearly shows strong pattern. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Decision Memo,Finance,19,108,0.847,1,2025-10-19 16:31:17
SAMPLE02034,"I just read about a merger announcement, so I'm very concerned about operational risks. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Email,HR,20,124,0.518,1,2025-08-29 16:31:17
SAMPLE02035,"The data shows an anomaly, though we should consider different perspectives. More analysis is needed to draw conclusions.",neutral,Balanced reasoning without evident cognitive bias,Report,HR,18,121,0.577,0,2025-05-12 16:31:17
SAMPLE02036,I always suspected the market downturn would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Chat Message,Finance,16,93,0.771,1,2025-04-03 16:31:17
SAMPLE02037,"Initial results indicate stability, but we need to validate this with additional data before deciding.",neutral,Balanced reasoning without evident cognitive bias,Meeting Note,Sales,15,102,0.624,0,2024-12-06 16:31:17
SAMPLE02038,"Initial results indicate stability, but we need to validate this with additional data before deciding.",neutral,Balanced reasoning without evident cognitive bias,Chat Message,Product,15,102,0.382,0,2025-10-01 16:31:17
SAMPLE02039,I based my decision on the initial figure of $455k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Report,Finance,17,96,0.704,1,2024-11-11 16:31:17
SAMPLE02040,"My first impression was 489 units, and I can't shake that feeling even after learning new competitive analysis.",anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Product,18,111,0.743,1,2025-10-30 16:31:17
SAMPLE02041,"I've always said experience beats credentials, and the new report confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Survey Response,Sales,20,122,0.609,1,2025-09-03 16:31:17
SAMPLE02042,I based my decision on the initial figure of $359k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Chat Message,Product,17,96,0.912,1,2025-09-17 16:31:17
SAMPLE02043,I knew fail would happen because the recent study. This just proves what I've always believed about technology adoption.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Chat Message,Operations,19,120,0.921,1,2025-09-10 16:31:17
SAMPLE02044,Look at the recent analysis - it clearly shows clear trend. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,Sales,19,108,0.892,1,2025-05-02 16:31:17
SAMPLE02045,"Most people believe data-driven decisions work best, so there's probably something to it. I'll go along with the majority.",bandwagon_effect,Adopting beliefs because many others hold them,Email,Finance,19,122,0.734,1,2025-11-02 16:31:17
SAMPLE02046,"I've spent 15 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Chat Message,Finance,19,94,0.858,1,2025-01-21 16:31:17
SAMPLE02047,"I just read about a data breach, so I'm very concerned about security threats. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Engineering,20,115,0.484,1,2025-05-21 16:31:17
SAMPLE02048,"I saw a failure on social media today, which makes me think we need to change strategy. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Email,Sales,22,122,0.438,1,2025-09-28 16:31:17
SAMPLE02049,"Everyone's talking about product development lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,HR,17,112,0.829,1,2025-04-18 16:31:17
SAMPLE02050,"I've spent 13 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Meeting Note,Operations,19,94,0.927,1,2025-08-02 16:31:17
SAMPLE02051,It was clear that sales increased was coming. Anyone could have predicted it based on early indicators.,hindsight_bias,Believing past events were more predictable than they actually were,Report,Product,17,103,0.369,1,2025-03-18 16:31:17
SAMPLE02052,"Since a product recall happened recently, I think the probability of competitive disadvantage is much higher than statistics show.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Engineering,19,130,0.537,1,2024-11-07 16:31:17
SAMPLE02053,Look at the latest analysis - it clearly shows strong trend. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Survey Response,Product,19,109,0.758,1,2025-04-26 16:31:17
SAMPLE02054,The data supports my view that obvious trend. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,Marketing,15,89,0.57,1,2025-03-14 16:31:17
SAMPLE02055,Recent performance indicates ongoing challenges. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Report,HR,14,100,0.853,1,2025-10-14 16:31:17
SAMPLE02056,"After putting in countless hours, we have to see it through despite technical challenges. We're too far in to stop.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Chat Message,Operations,20,115,0.765,1,2025-07-29 16:31:17
SAMPLE02057,Recent performance indicates continued growth. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Meeting Note,Sales,14,98,0.573,1,2025-01-18 16:31:17
SAMPLE02058,"While initial findings suggests a positive outcome, there are several confounding factors to examine further.",neutral,Balanced reasoning without evident cognitive bias,Meeting Note,Sales,15,109,0.482,0,2025-03-13 16:31:17
SAMPLE02059,The latest sales data are most important. Historical averages don't reflect current reality.,recency_bias,Giving more weight to recent events than historical data,Decision Memo,Operations,13,92,0.599,1,2025-03-08 16:31:17
SAMPLE02060,Recent performance indicates ongoing challenges. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Email,Marketing,14,100,0.661,1,2025-08-11 16:31:17
SAMPLE02061,"Most people believe experience beats credentials, so there's probably something to it. I'll go along with the majority.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Strategy,18,119,0.638,1,2025-07-20 16:31:17
SAMPLE02062,"We've already invested $377k in this project, so we need to continue even though costs are escalating.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Survey Response,Strategy,17,102,0.787,1,2025-09-22 16:31:17
SAMPLE02063,"Looking back, the pivot was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Email,HR,13,82,0.675,1,2025-10-09 16:31:17
SAMPLE02064,I based my decision on the initial figure of $274k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Marketing,17,96,0.681,1,2025-03-09 16:31:17
SAMPLE02065,"After hearing about a merger announcement, I'm convinced customer churn is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Product,20,124,0.411,1,2025-10-13 16:31:17
SAMPLE02066,"After hearing about a market crash, I'm convinced competitive disadvantage is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Email,Operations,20,127,0.711,1,2025-08-20 16:31:17
SAMPLE02067,"My first impression was $212k, and I can't shake that feeling even after learning new competitive analysis.",anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Sales,17,107,0.359,1,2025-02-07 16:31:17
SAMPLE02068,"The trend is clearly toward personalization. I don't want to be left behind, so I'm on board.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Finance,17,93,0.881,1,2025-03-21 16:31:17
SAMPLE02069,I knew change would happen because the recent report. This just proves what I've always believed about market trends.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Engineering,19,117,0.827,1,2025-02-18 16:31:17
SAMPLE02070,"The data shows a correlation, though we should consider different perspectives. More analysis is needed to draw conclusions.",neutral,Balanced reasoning without evident cognitive bias,Decision Memo,Product,18,124,0.362,0,2024-11-17 16:31:17
SAMPLE02071,"After putting in substantial capital, we have to see it through despite poor performance. We're too far in to stop.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Report,HR,20,115,0.734,1,2025-09-12 16:31:17
SAMPLE02072,"I've always said data-driven decisions work best, and the recent report confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Finance,21,128,0.486,1,2025-01-26 16:31:17
SAMPLE02073,"While initial findings suggests a positive outcome, there are several confounding factors to examine further.",neutral,Balanced reasoning without evident cognitive bias,Email,Sales,15,109,0.363,0,2025-08-09 16:31:17
SAMPLE02074,"I just read about a viral campaign, so I'm very concerned about reputational damage. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Finance,20,121,0.676,1,2025-07-27 16:31:17
SAMPLE02075,Current findings show notable changes. We should review contradictory evidence and consider multiple interpretations.,neutral,Balanced reasoning without evident cognitive bias,Survey Response,HR,14,117,0.203,0,2025-11-01 16:31:17
SAMPLE02076,The data supports my view that strong pattern. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Survey Response,HR,15,90,0.9,1,2025-10-02 16:31:17
SAMPLE02077,"Since a supply chain disruption happened recently, I think the probability of financial loss is much higher than statistics show.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Sales,20,129,0.636,1,2024-12-18 16:31:17
SAMPLE02078,It was clear that sales increased was coming. Anyone could have predicted it based on competitive moves.,hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,Operations,17,104,0.366,1,2025-03-21 16:31:17
SAMPLE02079,"I saw a success story on social media today, which makes me think we need to change strategy. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Email,Sales,23,128,0.71,1,2025-05-13 16:31:17
SAMPLE02080,"After hearing about a product recall, I'm convinced financial loss is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Meeting Note,Marketing,20,119,0.77,1,2025-10-02 16:31:17
SAMPLE02081,"The initial estimate was $215k, so I think $254k is reasonable even though new data suggests $362k.",anchoring_bias,Over-reliance on the first piece of information encountered,Report,HR,17,99,0.614,1,2025-05-30 16:31:17
SAMPLE02082,"The original forecast said $437k, so anything close to that seems acceptable to me.",anchoring_bias,Over-reliance on the first piece of information encountered,Chat Message,Operations,14,83,0.872,1,2024-12-12 16:31:17
SAMPLE02083,I knew decline would happen because the recent data. This just proves what I've always believed about employee performance.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,Product,19,123,0.444,1,2024-12-23 16:31:17
SAMPLE02084,It was clear that the strategy worked was coming. Anyone could have predicted it based on market conditions.,hindsight_bias,Believing past events were more predictable than they actually were,Chat Message,Marketing,18,108,0.851,1,2025-07-16 16:31:17
SAMPLE02085,Recent performance indicates ongoing challenges. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Report,Marketing,14,100,0.633,1,2025-08-11 16:31:17
SAMPLE02086,"Looking back, the launch was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,Operations,13,83,0.964,1,2025-03-30 16:31:17
SAMPLE02087,I knew the reorganization would happen all along. The signs were obvious in retrospect.,hindsight_bias,Believing past events were more predictable than they actually were,Email,Marketing,14,87,0.663,1,2025-02-09 16:31:17
SAMPLE02088,"All the experts are recommending ecosystem partnerships, so I'll follow their lead. They can't all be wrong.",bandwagon_effect,Adopting beliefs because many others hold them,Meeting Note,Operations,17,108,0.834,1,2024-11-28 16:31:17
SAMPLE02089,"Given how much major effort we've already used, we should keep going even if trying something different makes more sense.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Finance,20,121,0.643,1,2025-05-31 16:31:17
SAMPLE02090,"The trend is clearly toward platform business models. I don't want to be left behind, so I'm on board.",bandwagon_effect,Adopting beliefs because many others hold them,Chat Message,Product,19,102,0.521,1,2025-09-08 16:31:17
SAMPLE02091,We've committed $211k and 30 months to this approach. Changing course now would mean admitting it was wrong.,sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Report,Operations,18,108,0.609,1,2025-09-30 16:31:17
SAMPLE02092,"After hearing about a product recall, I'm convinced customer churn is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Meeting Note,Finance,20,119,0.743,1,2025-09-11 16:31:17
SAMPLE02093,The data supports my view that strong pattern. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Sales,15,90,0.758,1,2025-01-10 16:31:17
SAMPLE02094,"If 78% of people think experience beats credentials, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Email,Operations,17,105,0.592,1,2025-02-17 16:31:17
SAMPLE02095,The latest engagement numbers are most important. Historical averages don't reflect current reality.,recency_bias,Giving more weight to recent events than historical data,Email,Operations,13,100,0.851,1,2024-11-11 16:31:17
SAMPLE02096,I based my decision on the initial figure of 51 units. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Finance,18,99,0.938,1,2025-02-02 16:31:17
SAMPLE02097,"I've always said innovation drives success, and the recent study confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Product,20,121,0.776,1,2025-07-05 16:31:17
SAMPLE02098,"After hearing about a regulatory change, I'm convinced customer churn is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Survey Response,Strategy,20,122,0.886,1,2025-10-08 16:31:17
SAMPLE02099,"Since a viral campaign happened recently, I think the probability of financial loss is much higher than statistics show.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Finance,19,120,0.799,1,2025-02-24 16:31:17
SAMPLE02100,"The last few months showed decline, so I expect that pattern to continue despite historical averages.",recency_bias,Giving more weight to recent events than historical data,Chat Message,Sales,16,101,0.604,1,2025-08-09 16:31:17
